regulatoryGene,targetGene,weight
E2F1,GTSE1,0.0209698099661069
SOX5,TMTC1,0.020969729670017
IRF6,IGKC,0.0209695180564795
GATA3,KLK7,0.020968231502626
ZNF737,ZNF626,0.0209680564331792
SP140,AC006129.2,0.0209674497424834
OVOL2,ARSB,0.0209673867048447
ZNF41,CNOT1,0.0209671411395861
IRX6,KCNIP2,0.0209663552401682
ZNF644,CHML,0.0209663304914157
MEOX1,ERG,0.0209661968858333
LIN54,TRUB1,0.0209660810458393
ZNF837,NOXA1,0.0209655217550987
NR2C2,RP11-566E18.1,0.0209655054549214
ZNF81,ZNF573,0.0209654584581224
ZNF692,NTN5,0.0209641555604131
SOX5,ATP2B4,0.0209641009766475
NACC2,RAPGEF1,0.0209640428477822
LMX1B,CTD-2396E7.11,0.0209637358140395
CREBZF,UVSSA,0.0209632398473929
ZNF142,PRRC2B,0.0209629903709954
EBF2,LMX1A,0.0209626363278596
NFXL1,PPP1R9A,0.0209625399270318
LHX4,TAS2R6P,0.0209621444645894
KLF8,LYST,0.0209619479881602
EHF,ZSCAN16-AS1,0.0209618967728896
CC2D1A,FZR1,0.0209617313152135
ZNF787,PRPF6,0.0209616216801837
SGSM2,CAPZA2,0.0209615105010658
ZNF750,CYP27B1,0.0209613750553272
TBX2,ADAMTS7,0.0209612523445606
CEBPA,CALB2,0.0209609716068685
ATF7,ARHGDIB,0.020960905093882
ZNF354C,C2orf49,0.0209607755283905
CC2D1A,LRCH4,0.0209607358481928
MSX2,RP11-356O9.1,0.0209607061129934
CASZ1,TNNI1,0.0209605210926128
ZHX1,LYPLA2,0.0209604583339396
MYB,AC092667.2,0.0209596101487868
TBX15,KCTD20,0.0209595541443334
ERG,ADPRH,0.0209595219834725
ZFPM2,PGM5,0.0209594489085859
IRX6,ST6GALNAC6,0.0209591140259339
CENPT,TRAF1,0.0209588225300171
SPDEF,LYPD3,0.0209588099073604
ZNF841,RP11-295D4.3,0.0209584830371083
EPAS1,FFAR4,0.0209584731533629
ZGPAT,C21orf2,0.0209570869115402
IRX4,SEMA4B,0.0209564237443838
ZNF606,ZNF700,0.0209559029969713
IRX4,AGR3,0.0209558397048527
TFDP3,AC011322.1,0.0209558381978634
TFAP2A,FBXO16,0.0209542920497171
EBF3,LPL,0.0209541075631327
HKR1,AC093642.1,0.0209535759135123
KLF5,FZD7,0.0209533822093788
EPAS1,TBC1D2B,0.0209519361404704
ZBED6,RP11-589M4.1,0.0209518761287298
GRHL2,RP1-172N19.5,0.0209518286104877
ZNF423,OLFML1,0.0209517866261838
ETS1,SHROOM4,0.0209508235214487
MEF2C,MECOM,0.0209504831083342
FOXN3,JAK1,0.0209495506182448
ZNF497,C17orf107,0.0209494787821729
MBNL2,TMEM47,0.0209491652208467
PRRX1,PI16,0.020948975975323
BBX,ARHGEF12,0.0209489288051836
ATF2,CHPF2,0.0209473772869328
EGR1,ING1,0.0209466606864925
ESRRA,STK32C,0.0209463710017817
ZHX3,SNX29,0.0209461116561972
SPDEF,PCAT18,0.0209460789726654
FOXN3,MT-ND4L,0.0209457500468003
AHCTF1,MED1,0.020945551921129
SPI1,TIFAB,0.0209455485984469
PIN1,NDUFB7,0.0209453506274803
BNC2,SNX29,0.0209452601320017
MYB,TMC4,0.0209451955723112
GRHL2,ARHGAP8,0.0209449492197905
HMG20B,RPS6KA3,0.0209445034429057
CLOCK,RNF141,0.0209444766822904
TFAP2B,C1orf168,0.020944063395367
CC2D1A,ZMYND19,0.0209439575253186
PRRX1,DPP4,0.020943443384316
TBX15,C19orf12,0.0209434319342403
EHF,VTCN1,0.0209433572007264
IRX5,DUSP22,0.0209433259140814
ZBTB16,CTB-50E14.5,0.0209428326371865
SNAPC4,SMARCA4,0.020942349813859
RXRA,PLA2G16,0.0209422731459179
PCGF6,MPC1,0.0209422101563152
TP63,LINGO4,0.0209419518683573
HSF4,APBB3,0.0209416761494895
TEAD1,EGFR,0.0209413318673143
EBF3,BMP6,0.0209408878998583
PPARG,GPBAR1,0.0209407398730709
ZNF428,DRAP1,0.0209407152724596
ZNF780A,CTD-2619J13.14,0.0209404694360481
DR1,POLR2M,0.0209404666223316
HOXB8,FABP4,0.0209403891067117
ZFHX3,PTRH2,0.0209403856644954
ESRRA,ZNF660,0.0209400655723167
EHF,FAXC,0.0209400353450173
ZNF552,TMEM125,0.0209397361093902
EBF1,GYPE,0.0209396961164859
GRHL1,FBXO16,0.0209396831754684
EHF,DKFZP434I0714,0.0209392757101139
SPI1,RP11-8L8.2,0.0209392130001668
FOXN3,ARHGEF6,0.0209388903670747
MGA,ANKRD17,0.0209387302978427
ZNF688,RBM42,0.0209385040137822
ZBTB48,NEURL4,0.0209381597310579
EEA1,ATP6AP1,0.0209376365211989
FOXI1,AARD,0.0209368617742483
TFDP3,RP11-486B10.4,0.0209363770130629
SGSM2,SFI1,0.0209357788874404
POU2F2,ITGAX,0.0209349835599329
MBD2,SDC2,0.0209349211837279
AEBP2,PEX13,0.0209348883852066
ZBTB14,TNFRSF12A,0.0209345801863079
CAMTA1,WDYHV1,0.0209332911278327
FOXN3,LNPEP,0.0209331804303346
EPAS1,PLIN4,0.0209324400227928
ZNF768,TRUB2,0.0209323457818429
HKR1,TSNAXIP1,0.020932024312264
OVOL2,SRMS,0.0209319145775145
THAP3,GRHPR,0.0209314993217362
ZNF554,RP11-651L5.3,0.0209312486022574
MBD2,RGS22,0.0209312171384895
ZNF93,MIR4697HG,0.0209307182869665
ZNF117,NXN,0.0209306489196493
ZFP41,UBE2D3,0.0209306268892131
TP63,SDC4,0.0209304715981989
ZGLP1,CTB-50L17.8,0.0209303963890068
EPAS1,AIFM2,0.0209302971566314
ZBTB17,OGFR,0.020929861035903
ZEB2,HRASLS5,0.0209290908024508
FOXA1,GATA3-AS1,0.0209284303360456
ZEB2,TNS3,0.0209283844277027
IKZF1,LINC00892,0.0209281662075113
MLXIPL,ADCK3,0.0209279985577955
TFE3,FAM213A,0.02092775899935
EEA1,LYST,0.0209275142030678
CC2D1A,ATXN7L3,0.020927076119661
ZNF497,DTX3,0.0209259516300662
EBF1,PDP2,0.0209256695104704
TRPS1,SYT9,0.0209251329548705
PPARG,KLHL10,0.0209250763086463
ETV4,PRR36,0.0209249707057278
MYB,STC2,0.0209246191814589
ZBTB48,ZNF276,0.0209245564973221
GRHL2,RBM47,0.0209236379835294
ZHX3,FAM168B,0.0209236378951317
TEAD1,PALM2-AKAP2,0.0209235082413297
BARX2,TNS4,0.0209233975434904
RBPJ,LBR,0.0209232894944427
NR4A2,CCL4L2,0.0209232221651743
EBF1,CDO1,0.0209230301381307
ZNF48,NAT14,0.0209227583608674
ERG,CARD6,0.0209224334098409
TEAD1,MSH3,0.0209223206749464
IRX4,TNNT2,0.0209223099801747
ZNF780B,OGT,0.0209220277053159
RUNX3,SH2D3A,0.0209218017855021
ZNF668,CYBA,0.0209217994773948
IRF6,IRX3,0.0209216732249608
ZNF655,EBLN3,0.0209216207447022
ZEB2,SEPT2,0.0209213279265718
ATF6B,SH3GLB2,0.0209211141886894
TFAP2C,PLEKHS1,0.0209210675085355
ZHX1,NPM3,0.0209210618687114
SPI1,ATG7,0.020920820736471
PRRX1,FAP,0.0209208130861221
MESP1,ECT2,0.0209208073541217
OVOL2,CLDN3,0.0209196292685123
ZNF551,GTF3C4,0.0209195124641852
ASH1L,RP11-274B21.14,0.0209194893747684
ARHGAP35,SRP9P1,0.0209192906007865
DMTF1,UBAC2,0.0209189954963335
PPARG,HIF3A,0.0209189656458582
ASH1L,RPL7AP10,0.0209189154672107
THAP4,GPS1,0.0209187992815755
ASH1L,RANBP2,0.0209187401004229
TFCP2L1,KLHDC8A,0.0209187227136199
MECOM,SHROOM4,0.0209182630422035
ZEB2,ASPH,0.020918139403487
ZNF76,CTD-2517M22.14,0.0209181152809665
ZNF511,FAM122B,0.0209180601756546
EBF1,BTD,0.0209177314031428
ZNF581,RPL10,0.0209176073499055
STAT5B,PHKA2,0.0209174998438048
ZBTB20,RP11-589M4.1,0.0209173640132399
IRX4,RAD23B,0.0209173320043619
ZNF837,PRR7,0.0209172148611171
SCML4,ICOS,0.0209170371270639
ZBTB42,VPS37C,0.0209169822010861
ASH1L,BTBD8,0.0209167313941382
NFAT5,RP11-810M2.2,0.0209167289600885
CHCHD3,HK2,0.0209166856598799
IRX3,PDZK1IP1,0.0209165704792208
TCF4,LBR,0.0209164638476008
FOXN3,SORBS1,0.0209162486502757
ZNF511,SLC30A7,0.0209157510004043
LMX1B,N4BP3,0.0209156197943978
TFE3,PFKFB3,0.0209154670049641
NR2C2,MYO9A,0.0209149855425635
ZHX3,HDAC4,0.0209135309477652
SON,ZNF573,0.020913528321077
ZEB2,SERINC3,0.020913474552206
TFE3,ANGPTL4,0.0209134368138162
TFAP2A,IGKV4-1,0.0209133316416295
TEAD1,CTB-52I2.4,0.0209132705543131
ZNF81,RP4-669L17.10,0.0209129215049048
ZNF852,RP11-417L19.5,0.0209119303286625
TBX15,LINC01128,0.0209118269618924
ZEB2,MARK1,0.0209117393655826
TFEC,RP6-159A1.4,0.0209113234539637
HEYL,THY1,0.020911295312796
MECOM,SCN11A,0.020911207665979
ZNF524,RNMTL1,0.0209110822598756
MLXIPL,ITGA7,0.0209109899311711
ZBTB45,MAP1S,0.0209108474104435
MYB,AGR2,0.0209108363180772
LCORL,DPY19L4,0.0209103743977132
EHF,LAMC2,0.0209095388130583
GRHL2,GABRP,0.0209093619205168
ESRRA,LONP1,0.0209093160854145
NR2F6,TLR1,0.0209092132553504
HOXC8,ZCCHC24,0.0209089935002758
EBF3,RP11-736K20.5,0.0209088741665862
TCF20,C2CD3,0.0209086784621094
FOXN3,MAOA,0.0209086267086859
BATF3,CALML4,0.0209085488412184
SMAD5,KLHL28,0.0209084853194488
JAZF1,ELK3,0.0209080409372368
IRX6,AC022007.5,0.0209079253411778
AEBP1,MRPS35,0.0209075212264726
TFE3,TCN2,0.0209069677911846
ZNF639,COX11,0.0209065778873892
IRF8,SLC37A2,0.0209062483821146
ZNF318,UBR5,0.0209061132762281
ZIC2,PKHD1L1,0.0209060103134439
EBF1,CRTAP,0.0209056855609644
EBF1,SPATA9,0.0209054706781189
OVOL1,GSTA1,0.0209049593364967
CC2D1A,NCK2,0.0209049401821913
GMEB2,LRRC14,0.0209045418969397
CENPB,NDUFS6,0.0209038602452617
TCF4,SHE,0.0209031027715388
IKZF3,TRBV11-2,0.0209029698712013
MYB,CGN,0.0209016953378964
ZBTB44,KAT6B,0.0209016534908548
ZNF165,SVIL-AS1,0.0209013964465221
GRHL2,BSPRY,0.0209013050127114
DNMT1,IQCE,0.020901146285183
IRF6,SLFN13,0.020900847399497
ZNF324,ING5,0.0209007165432577
ZNF750,APOBEC3F,0.0209005670548076
TET2,BRWD3,0.0209005400182785
MEF2A,PJA2,0.0209003955804991
ZNF33B,ZNF667,0.0208996787713
GRHL2,CTD-2015H6.3,0.0208995761662321
TCF4,ZEB2,0.0208994456200114
MYSM1,ATP6V1F,0.020899353672745
ZNF777,NES,0.020899120643516
BCL11A,MMP7,0.0208982222655365
DMTF1,PIGL,0.0208974457176042
SPI1,RP11-51F16.1,0.0208972412067137
ZNF276,ZNF500,0.0208971378822326
IRX5,AP000438.2,0.0208968114009057
THAP5,PCNP,0.0208960696898107
CHCHD3,PGM1,0.0208951160176421
TFAP2A,GGT6,0.0208950796620799
PPARG,SPARC,0.0208948732417784
MITF,C11orf53,0.0208947739715303
EHF,CDH3,0.0208947531549822
IRX4,RUNX3,0.0208944700323461
IRF8,TMEM150B,0.0208942616161262
THYN1,ORAI3,0.0208938557303175
EBF4,TMEM132A,0.0208938191140933
HMGA1,DCPS,0.0208934297626832
LTF,KRT17,0.0208933884197593
E2F7,EME1,0.0208930988912548
CREBZF,SREK1,0.0208930086187819
TFE3,SRPX2,0.0208926083478033
AEBP1,CALML4,0.0208922290257975
ZNF433,ZNF75A,0.0208920994419513
ZBTB48,CCDC42B,0.020892039125176
ZNF750,OFD1,0.0208919255045034
AEBP1,C1QTNF5,0.020890583681305
HOXA10,FAH,0.0208901843803427
HOXC8,EMX2,0.0208898059178055
IKZF1,PCED1B-AS1,0.0208894687362087
KAT7,HCK,0.0208888675882397
ZNF524,ASPSCR1,0.0208888429862359
ZEB1,ARHGAP21,0.0208882053733666
TAL1,CCL15-CCL14,0.0208881146363844
EBF1,KCNE3,0.020887659190646
MLXIPL,ADRB1,0.0208876496412425
ZNF74,DNAJC25,0.0208875350047012
IRX4,C1orf61,0.0208868755980272
ASH1L,ICE1,0.0208865695024832
ZBTB33,CSRNP3,0.0208853108161647
CASZ1,SLC7A5,0.0208850832557891
BATF,MEIS3,0.0208850499389246
ZNF446,TMEM167A,0.0208843715277756
ZBTB17,SPG7,0.020883362498708
DNTTIP1,ARMC5,0.020883217778303
THAP7,TIMM17B,0.0208822538194581
ASH1L,EPG5,0.0208817246399349
ZNF860,SAMD12,0.0208816418252863
DEAF1,ZNF574,0.0208815908830953
FOXN3,TEAD1,0.0208814286692884
ZNF205,STK11,0.0208813924684074
XBP1,ZMYND10,0.0208811526634804
ZNF324B,DDX51,0.0208810909355618
TFAP2A,KRT80,0.0208806560782853
THAP4,AURKAIP1,0.0208805392585118
TFAP2C,RP11-22C11.2,0.0208803889828673
SOX5,TLN2,0.0208798301793291
TAL1,FBLN5,0.0208796842162313
MAFF,LDLR,0.0208795163898378
GABPA,TROVE2,0.020879473106894
FOXN2,BNIP2,0.0208793867337716
PLSCR1,IL33,0.0208790233408213
CLOCK,DPP8,0.0208780460805726
ZFPM2,GPR1,0.0208778595704133
BATF3,IRF5,0.0208771478740835
GATA3,FSTL4,0.020877052938598
ELF4,DOC2B,0.0208770462602663
MYBL2,CCNE1,0.0208766768376549
ZNF417,MDP1,0.0208754536372206
ZFP91,ARCN1,0.0208753359384791
PRRX1,ANK2,0.0208749569344826
RBPJ,KDM4B,0.0208746819966805
HOXA10,HEBP2,0.0208742446221864
BARX2,DTNB,0.0208742104641559
ZNF497,EFNA4,0.0208739681831417
CXXC1,PCNXL3,0.0208739063455505
SP140,CD3D,0.0208737715001764
IRX4,PRR15L,0.0208736251990474
TRPS1,TMPRSS2,0.0208729724448195
MBD3,SLC39A13,0.0208727599386343
IRF5,TMC8,0.0208724190939938
ZNF628,ZNF777,0.0208719736352006
GRHL1,SLC12A2,0.0208714830188714
TIGD5,SNHG7,0.0208713152493912
TRPS1,RFWD3,0.0208710333889464
ESRRA,PMPCA,0.0208707332050612
GRHL2,IGF1R,0.0208705153748654
TFE3,TBC1D16,0.0208697461556758
TGIF2,APCDD1L,0.0208692443729859
ZNF787,OGFR,0.020868526992008
TBX18,MAGEL2,0.0208683248186924
ZNF93,ANKRD22,0.0208682432279733
IRX3,PVT1,0.0208678268459743
BARX2,EFCAB1,0.0208678205722426
THAP5,ZBTB6,0.0208676537408066
GFI1,CXCR6,0.0208673852391407
ZNF205,HSPA13,0.0208671197704534
ZNF486,ATP8A2,0.0208670129705113
MBD3,PIP5K1C,0.0208669472160735
CREBL2,GOLGA2P7,0.0208657565554836
SPDEF,MIR205HG,0.020865581557168
RXRA,PHLDB1,0.0208654095376018
HOXC8,LHFP,0.0208652272070466
POU2AF1,LY9,0.0208652046374549
TEAD1,KIAA0368,0.0208645505339867
ZNF142,C8orf59,0.0208644798555368
SPDEF,BBS1,0.020864233136063
BARX2,LRP2,0.0208632936536858
ZNF367,NCAPG,0.0208631020114392
MXD4,RPAP3,0.0208629518302332
ZNF224,SH3BP5-AS1,0.0208627839655657
MBD3,NOC4L,0.0208625449114509
SOX10,MCF2L-AS1,0.0208618464142496
XBP1,PPAPDC1B,0.0208617360228503
ARNT,PTPN21,0.0208606121026156
PROX2,RP11-72I8.1,0.0208605963758431
ETV7,HCP5,0.0208605159470938
EHF,MSRB2,0.0208603339713144
ZEB2,PARD3B,0.0208600989358922
XBP1,FAM110C,0.0208597935211213
ZBTB17,HGS,0.0208593990614034
CREB3L4,SLC9A3R1,0.0208581794108209
TRPS1,RNF43,0.0208581444024855
SOX9,MARVELD3,0.0208580546266308
FOXN3,TNS1,0.0208577847903933
TCF20,GABARAPL2,0.0208576595007517
GPBP1,PIP5K1C,0.0208575936651603
ZNF552,CACNA1D,0.0208568872147749
SOX5,MYH10,0.0208567832718559
MSX1,FCGR2B,0.0208566210168788
MBD3,SIVA1,0.0208565368088364
TET3,ATP5J,0.0208563124106442
ZNF750,RBBP8NL,0.0208558658203771
ZNF25,HYOU1,0.0208555542168012
ZNF750,PABPC1L,0.0208554766085034
ZNF707,ZNF696,0.0208554740964579
BATF3,CD300A,0.020854902937724
ZNF587,RP11-794G24.1,0.0208546650757858
EPAS1,SLC29A4,0.0208542643966439
POU2F3,EFCAB1,0.0208542331434222
TET2,RABAC1,0.0208531411464058
NR4A3,EGR3,0.0208529599254603
MYB,SGK3,0.0208528680789021
EBF1,ELOVL3,0.0208528439250108
HOXC8,FBLN2,0.0208528298290418
L3MBTL1,EP400NL,0.0208524267778093
EHF,GABRP,0.0208523620343163
SALL2,CBLC,0.0208514697284534
BARX2,GHITM,0.0208514221599855
CLOCK,USP24,0.0208510075678526
MECOM,CARD8,0.0208495317501979
LMX1B,CAMSAP3,0.0208491582711975
VDR,DTNB,0.0208491402475724
MSC,PDIA2,0.020848951458435
ZNF777,MARK4,0.0208486501841977
BAZ2A,RP11-573D15.9,0.0208484223181943
MTF2,RP11-267M23.1,0.0208480992360751
ESR2,PDP2,0.0208478875737447
ZNF541,SLC24A3,0.0208469336467139
HMG20B,DNAJC17,0.0208465615682873
ZNF688,GPKOW,0.0208464496044922
AHDC1,MKL1,0.0208463224988644
TFE3,SHANK3,0.0208461375676553
ZFHX3,SYNE1,0.0208458000296521
MYSM1,HNRNPU-AS1,0.0208456059399878
ETV6,AC016995.3,0.0208455538335994
PRDM2,KDM3A,0.0208455391663497
KLF14,OR51E1,0.0208451344099183
SON,C17orf49,0.0208451160661107
KMT2B,TXNDC9,0.0208450864781398
POU2AF1,IGLV3-19,0.0208449147283745
ZNF770,NCOA2,0.0208444288363563
ANKZF1,C9orf173-AS1,0.0208443450812213
THYN1,OBFC1,0.0208437994042313
KLF14,AC002398.12,0.0208437132984473
MXD4,EGLN2,0.0208433879404327
LMX1B,DNAAF1,0.0208432284151463
PROX2,AC116366.6,0.020843121532865
SON,ATXN7,0.0208427008272371
SKIL,ARL5B,0.0208426809619174
ZNF81,BIRC6,0.0208426066327688
ZGPAT,STK11,0.0208422773599295
CEBPA,RP11-394I13.1,0.0208421298487037
ZFPM1,TPGS1,0.0208420609138236
BARX2,PLS1,0.0208418139400895
OVOL2,FAM83H-AS1,0.0208415258122434
JAZF1,CLIC2,0.0208415018240933
NR4A3,FOSL2,0.0208413637897627
SAFB,ABCF3,0.0208412439079096
IRF3,TMC6,0.0208405428644696
HOXA10,MGST3,0.0208403226641786
PPARG,FERMT2,0.0208399189218702
MEF2C,RP11-588H23.3,0.020839637507001
ZNF787,OGFOD3,0.0208395712396029
CSRNP3,LSM1,0.0208387251260497
SPDEF,RP11-321G12.1,0.0208383678025155
CREB3L1,COL1A1,0.0208382820577367
CREB3L4,AMBP,0.0208379971806208
FOXN2,EXOC5,0.0208371381100358
PPARG,SEPT11,0.0208370505274471
TFAP2A,STC2,0.0208367093808141
XBP1,C1orf64,0.0208360701357873
ZNF793,PARL,0.0208354096995258
FLI1,NUAK1,0.0208352634341153
NFAT5,PCDHB19P,0.0208346035758119
ZNF25,SGTB,0.0208344412140106
HBP1,BRAP,0.020834159156957
CUX1,GLMN,0.0208340704161966
SPI1,TNFAIP2,0.0208338805820793
TFAP2A,ZNF544,0.0208336272006511
ZNF81,PFN1P2,0.0208330353335919
PRRX1,FBXL7,0.0208329873781897
STAT5A,MICU2,0.0208324542402878
ZNF267,RNF138,0.0208317993422496
ZNF451,RORA,0.020831173395865
EBF1,SV2B,0.0208305566710312
MGA,KRTCAP2,0.0208297984852108
ZNF32,MRPL36,0.0208297630251878
IRF3,NOL12,0.0208295814956524
KLF14,TESK1,0.0208294846992238
TEAD1,NR3C1,0.0208293688183992
MBD3,BAHCC1,0.0208291404884345
DNTTIP1,SIKE1,0.0208289201564049
RFX1,LRRC14,0.0208289152658024
OVOL2,SETD3,0.0208289044410537
SOX9,TEPP,0.0208286645624119
ZNF25,TMEM55A,0.0208284382061727
ZHX1,IMPAD1,0.0208281139580018
IKZF4,RP11-50E11.2,0.0208278605431692
FBXL19,OXCT2,0.0208277668115521
ERG,MMP28,0.020827648854704
MYB,KLHDC7A,0.0208274675772548
ZNF414,FAM189B,0.0208272100496745
NACC2,ADD1,0.0208270863686602
ELF4,PLCG2,0.0208263778558017
KLF12,ROR1,0.0208263314486012
OVOL2,PODNL1,0.0208261104549279
GRHL2,PIP,0.0208257326184676
PBX2,MLLT6,0.0208255204672845
ASH1L,USP34,0.020825052254982
HOXA10,ITSN1,0.0208244589725233
EBF2,SEC23A,0.0208241793611882
ELF3,KLK7,0.0208239462281381
PIN1,SDF4,0.0208237897666173
MBD1,DHX16,0.020823609036888
HOXB7,MFNG,0.0208235445512652
XBP1,PKIB,0.0208234075895988
TFAP2C,PROM1,0.0208231920765009
ZNF787,TBL3,0.0208226456344625
ETV4,TRIM29,0.0208225340429487
ZNF146,MMP24-AS1,0.0208223200601669
SMAD5,EDNRA,0.0208207046154006
ZNF628,AC002310.14,0.0208203305417981
REL,AFF4,0.0208198157882069
ZNF324B,TEX22,0.0208197815671647
ZNF277,NOA1,0.0208195040248177
ZNF441,CDR2L,0.0208194284029141
SOX9,OSBP2,0.02081941929587
ZNF385C,SDC4,0.0208192157655778
ZEB1,PEAK1,0.0208187675925933
ZNF777,SETD1A,0.0208182619187872
ARNT,CTDSP2,0.020817780096019
HAND2,FIBIN,0.0208175953955023
JAZF1,MS4A4A,0.0208168963718027
ELF3,PVT1,0.0208157547064193
EPAS1,PLIN1,0.0208153935744515
ZNF91,ZNF33A,0.0208148285350464
ZEB2,PRKAR2B,0.0208147864356409
PPARG,SNN,0.0208145254969082
KLF5,AC016995.3,0.020813981768203
ZNF2,PARS2,0.0208134982782359
GATA3,TNS4,0.0208133224218387
FLI1,LINC00294,0.0208133145896781
IRX5,STAP2,0.0208131330649467
TFE3,ARHGEF15,0.0208130166391698
FOXN3,VTI1A,0.0208124055013242
RUNX1,TUSC8,0.0208121893997789
ZNF48,AP001505.10,0.0208121350496316
ZNF852,RP11-449P15.2,0.0208117728886374
THRA,CALCOCO1,0.0208117619192839
PIN1,AC113189.5,0.0208107977364818
ELK4,MIER1,0.0208106693562955
HOXB7,RP1-28O10.1,0.020809844057357
CREBL2,AHDC1,0.0208096060657181
PATZ1,CCNYL1,0.020809337715656
CREB3L4,ZMYND10,0.0208090265001531
CHCHD3,SLC25A23,0.0208089758872135
PPARG,MYO1C,0.0208088685448932
TRPS1,PROSER3,0.0208087165958045
NACC2,SGCG,0.0208083175521781
ZFP91,TMEM86B,0.0208082998138016
SON,RP11-244H3.4,0.0208077288633249
ZNF587,ZNF814,0.0208077228887059
FOXA1,FBP1,0.0208074608263506
IRX4,BEGAIN,0.0208072012672132
SGSM2,MEIS3,0.0208071192503572
IKZF1,RNASE6,0.0208064766001741
ZBED6,BLOC1S4,0.0208060792820552
BCL11A,EHD3,0.0208060026843034
ZNF852,SUPT4H1,0.0208057458491023
ZNF598,PDF,0.020805717291134
FLI1,PCAT19,0.0208055982352445
DNTTIP1,PLEKHA8,0.0208055292434547
EBF1,GLUD2,0.0208054698945117
HOXD4,RP1-310O13.7,0.0208054691201279
ZNF384,KMT2D,0.0208054068680276
NFAT5,FAM106A,0.0208053396816882
BCL11A,KLHDC8A,0.0208049404401718
TET2,ZGRF1,0.0208039617757213
ZFPM2,KIAA0408,0.0208037970784586
CEBPA,TIMP4,0.0208031010306098
TCF7,KCNN1,0.0208029286348401
ZFP92,GLP2R,0.0208025166758015
GRHL1,TGFA,0.0208019912983604
ZNF512B,USP20,0.0208015700836918
ZNF700,RP11-174G6.5,0.0208015193878737
AKNA,PSTPIP1,0.0208011859224536
PRDM6,OGN,0.0208007887240181
SON,NCOA1,0.0208001879567357
MAF,GNPDA1,0.0207999905256137
ZNF891,OGT,0.0207995329473606
SP1,ASH1L,0.0207994994584741
CXXC1,C11orf84,0.020799354396165
TFDP3,LRAT,0.0207990507124884
FOXA1,VAV3,0.020798484476028
ZBTB47,C15orf59,0.0207981395624251
PIN1,PPP1R12C,0.0207977023640933
GATAD2A,TRAF7,0.0207973445694009
ZEB1,EPHA3,0.0207972354341757
DNMT1,ITPR3,0.0207967900768651
TFAP2A,PART1,0.0207965654534483
CREBL2,PDCD11,0.0207963608246148
SOX9,POU2F3,0.0207953885939759
EPAS1,SGK2,0.0207952323904403
TFE3,CCM2L,0.0207949225472284
CC2D1A,NOL12,0.0207946023342683
IRF5,BATF3,0.0207945278316657
ZNF518A,SMG1P3,0.0207943062783862
ZNF385C,RSL1D1,0.0207934552210981
CUX2,MPV17L,0.0207927404190397
RUNX3,SV2A,0.0207922976032791
HKR1,TMEM55A,0.0207922674680449
GLMP,TGFB1,0.0207920087877233
BAZ2A,DGUOK,0.0207915622024795
ELK3,KCNN3,0.0207909833606941
GRHL2,IGSF9,0.0207905797416684
SNAPC4,CEP164,0.0207895343745611
ELF3,KIAA1522,0.0207895063552838
OVOL2,CLDN7,0.0207895022125442
LHX4,NKTR,0.0207891219193495
ZNF787,PRDX5,0.0207887035483036
TFAP2A,ANO9,0.0207875772439224
RFX7,TRAPPC3,0.0207871980070186
ZBTB48,CCDC57,0.0207871573491417
ZNF688,PIH1D1,0.0207870782799287
SAFB,RAB11FIP3,0.0207870484842917
FBXL19,SEPT9,0.0207869672927433
SGSM2,TTC21A,0.020786714774322
FOSL2,FILIP1L,0.0207866848832679
ZNF292,OAZ1,0.0207866124226034
NR2C2,ATG2B,0.0207865878472406
EBF3,GNG11,0.0207864843508305
GTF3A,NFU1,0.0207863671523104
ZNF511,CPSF4,0.0207863572950866
PPARG,CNTFR,0.0207858359457868
ZNF12,MED28,0.0207849479213536
LIN54,SUZ12,0.0207847681419067
GTF2I,PRPF8,0.0207846140821417
ZNF579,TPGS1,0.0207845589084646
HOXA6,MED12,0.0207843773773208
EBF1,TAL1,0.020784287423827
ZFPM2,ASPA,0.0207837521293237
ESRRA,BAP1,0.0207837507822038
GRHL2,SCNN1A,0.0207836855978427
PIN1,TAOK2,0.0207835193831936
E2F7,RAD54L,0.0207834546351653
SPDEF,SLC22A17,0.0207834421018129
FOXN2,SNRK,0.0207831802551532
FLI1,KCNE3,0.0207830862684322
ZNF710,RNASE4,0.020782712704497
IKZF1,FCRL6,0.0207826018972035
EHF,CSRNP3,0.0207818389018097
TFCP2L1,RASGEF1A,0.0207816808842327
CREB3L4,LIX1L,0.0207810375427859
EBF4,LLGL2,0.0207810322476289
ELF3,KRT17,0.0207801613678556
OTX1,SIX3,0.0207799295163013
BCL11A,AGR2,0.0207798716842701
ASH1L,PDPK1,0.0207797540765472
ZNF500,CDAN1,0.0207797425991921
BARX2,STAC2,0.0207793488614224
FOXM1,EZH2,0.0207789674417046
SAFB,NOC2L,0.0207788912325771
TRPS1,NDUFA4L2,0.0207788622175335
TRPS1,C1orf116,0.0207786381406145
KLF16,VASP,0.0207785576553002
IRX2,DLGAP1-AS5,0.0207785077104536
ZNF784,GMFB,0.0207784989118868
SLC2A4RG,GCDH,0.0207784267827094
ZNF428,MYDGF,0.0207780382753758
TP63,AQP4,0.0207777099777206
ZNF667,ZNF227,0.0207776991247295
PPARG,NRN1,0.0207772324457913
OVOL2,AP1M2,0.0207772060900968
HMG20B,CNPY2,0.0207771242104685
NFAT5,JMY,0.0207770315800287
KLF9,PDK4,0.0207767972262143
