regulatoryGene,targetGene,weight
ZNF837,TMEM121,0.0168626733824901
HOXD8,AAED1,0.0168622430690772
BNC1,HMGCLL1,0.0168620347949677
ERG,DLL4,0.0168618009789425
ZNF552,CLDN3,0.0168616168235399
ZNF544,GLRA3,0.0168616092167657
BPTF,GPATCH2L,0.0168611570490898
TFAP2A,PIGR,0.0168610170505524
CEBPA,DEFB132,0.0168610050973731
PPARG,RP11-524D16__A.3,0.0168609419861695
LYL1,IFFO1,0.0168609246235604
MTF2,TMEM170A,0.0168609222220028
DRAP1,STRN4,0.0168607265321994
KLF14,RRAS,0.0168607089239784
EPAS1,GYG2,0.0168604743882741
HOXB7,RP11-598F7.5,0.0168602451122303
ZNF446,CAPS,0.016859961893388
ZNF668,GTPBP10,0.0168595663850561
ZBTB47,AC079145.4,0.0168595286188284
SNAI3,PTPN7,0.0168594046825927
HOXB7,GDAP1,0.0168593928257313
MSX1,TMEM43,0.0168592724108819
ATF2,PURA,0.0168592388713845
SOX5,BCL2L2,0.0168590126481096
XBP1,TFF1,0.0168587961762682
TFAP2C,SLC16A4,0.016858550009937
IRF6,SOWAHB,0.0168582515544818
ZNF541,NPY1R,0.0168582068851878
ZHX1,USP46-AS1,0.0168579500923266
OVOL2,SCNN1A,0.0168579295648972
HEY2,EGR2,0.0168577491603831
ESRRA,PFKL,0.0168577099928258
MAFF,PLK3,0.0168576949505463
THAP3,EIF2AK3,0.0168575653356991
ZNF524,ARRDC1-AS1,0.0168571429284814
SPDEF,TINCR,0.0168570051391758
ZNF214,ZNF180,0.0168569576394441
E4F1,BRICD5,0.0168567220267751
ZNF787,ZBTB45,0.0168564526132908
KLF5,FAM150B,0.0168563572135441
ZNF358,OST4,0.0168563559421723
TFAP2C,MAATS1,0.0168561341037966
TBX15,ECHDC3,0.0168560057084673
REL,MRPL43,0.0168558837950237
ZSCAN2,MAPK1IP1L,0.0168556336553125
PRDM15,SMIM7,0.0168553584969215
TRPS1,U47924.27,0.0168553091238562
MIXL1,IGKV1D-16,0.0168553019098881
TRPS1,RP1-80N2.4,0.0168552458921985
ZNF653,PDLIM7,0.0168552272359276
ZNF529,ETNK1,0.0168551236047966
ARNT,ZHX3,0.0168550957612035
SOX10,GRAMD3,0.0168550651817192
VDR,FAM131B,0.0168550057818377
TFE3,DOCK11,0.0168545132609713
AHCTF1,CEP170P1,0.0168543833179937
ZNF25,FBXO11,0.0168543239017918
GRHL1,TSPAN5,0.0168542876198646
ZGPAT,PPM1G,0.016854281432268
IRF8,ALOX5AP,0.0168542724970021
AEBP2,AC092171.4,0.0168542027612291
EOMES,TRBC2,0.0168541676925597
MLXIPL,ABCA1,0.0168540241435423
LMX1B,AC000068.5,0.016853964475471
FOXA1,ATG16L1,0.0168535717548355
ZFPM2,SNX29,0.0168535174539398
SOX10,COX6B2,0.0168534558593326
TCF3,ARVCF,0.0168532185817313
ZNF865,SDR39U1,0.0168530657166086
DEAF1,AP3M1,0.016853040939471
OVOL2,C10orf95,0.0168529644724709
SHOX2,HDC,0.0168528488446261
ZNF627,RENBP,0.0168528444187054
GTF3A,DNMT3B,0.0168527884318508
MEF2A,KLF7,0.0168527827678223
ZNF782,SPEF2,0.016852761158588
CIC,GLTSCR1,0.0168523198292226
SPDEF,SOWAHB,0.0168519554744511
IRF6,MMP7,0.016851937431018
SPDEF,OR7E91P,0.0168519023345221
ZNF32,KARS,0.0168517134780488
ZNF440,ANKRA2,0.0168515024416497
EBF3,WISP2,0.0168513631672582
ZNF573,UCKL1-AS1,0.0168513408195869
MLX,DGKA,0.0168512446036601
ESR2,SMYD3,0.0168509007390674
MLXIPL,SNN,0.016850744294933
MBD3,TIMM13,0.0168503910574927
HSF1,ATP5D,0.0168503205444855
ZNF688,CPTP,0.016850093481713
ZNF621,ZNF382,0.016849834137105
ZNF292,KMT2A,0.0168497549376279
ZFHX4,SNHG15,0.0168496460506726
CREB3L4,IGLL5,0.0168496070599158
MSX2,RP11-663N22.1,0.0168494572088362
GLI1,PI16,0.0168494484002495
HOXB7,FFAR4,0.0168488687213158
PCGF6,CTC-1337H24.4,0.0168488343246895
HOXA10,PRELP,0.0168488052291326
ZNF33A,ZNF605,0.0168487820267955
MEF2A,WDR44,0.0168485171924889
ZNF385C,GOLGA2P7,0.0168483513660635
ZBTB45,RPS28P7,0.0168482816485108
ETV6,KIT,0.0168480386352399
HOXA10,GPER1,0.016847804616144
JAZF1,S1PR1,0.0168476468609604
ERG,SYNE3,0.0168476032367355
ZNF646,VMA21,0.0168472150287779
FLI1,ELF4,0.0168469516004768
ZBTB45,HSPBP1,0.0168469408166719
ZNF628,NCOR2,0.0168469180327723
ZNF142,NDE1,0.0168465675728301
TFAP2C,CDC42BPG,0.0168464645652083
ZNF486,SYTL2,0.0168462928911941
IRX3,DNALI1,0.0168462559171273
ZFPM1,ZNF414,0.0168462329805011
HOXC8,MOCS1,0.0168461709976316
ZNF787,TRIP6,0.0168460553629944
PIN1,RNMTL1,0.0168458317260637
ZNF140,THRA,0.0168458239386187
EGR2,SRSF7,0.0168457657823366
SPDEF,SEC16A,0.0168454682361662
OVOL2,TMPRSS13,0.016845457150776
HOXA10,PAIP2,0.0168453961742256
EGR1,B3GNT5,0.0168453278008007
BCL11A,RP11-845M18.6,0.0168453171186773
ZNF497,MORN1,0.0168452252389482
ZNF385C,RAB31,0.0168452219089436
ZFP92,PLA2G16,0.016845060728634
ATF7,PTCD2,0.0168448013542707
ZNF260,FAM219A,0.0168447758117403
USF2,MXD4,0.0168447712855223
ZFPM2,CTD-2020K17.4,0.0168444912050528
ZNF561,REPS1,0.0168444768274226
MSX2,ESR1,0.0168444094352215
SP3,ATF1,0.0168443109436427
XBP1,CCDC87,0.016844291807717
ZFPM2,EGLN1,0.0168442581807363
DRAP1,BBX,0.0168441775099383
NR5A2,CYSLTR1,0.0168440219040483
TBX21,IL2RB,0.0168437756171505
ZNF506,HYAL2,0.0168435041407481
ZNF787,CCDC22,0.0168434267313952
POU2AF1,IGLV5-45,0.0168433432838284
MBD1,RP11-161H23.5,0.0168431978533099
KLF16,TRIM11,0.0168430619624623
ANKZF1,AC006128.2,0.0168429505562216
EHF,IGHV3-74,0.0168427205640378
ZNF248,RP11-170N16.3,0.0168426242530395
ESRRA,TBC1D10B,0.0168425313171154
ZNF140,C19orf12,0.0168424505282809
ZNF423,SLC9A9,0.0168423776982618
IRF3,PPP6R1,0.016841979509519
ZEB2,NAALAD2,0.0168419079220754
TP73,CTD-2008P7.9,0.0168417766736718
ZNF260,ATF4,0.0168417627159583
DLX2,CYP4X1,0.0168415245672248
ELF3,C2orf50,0.0168414951788346
ZNF687,PSMG2,0.0168407226397323
HMG20B,GLTSCR2,0.0168407136010764
EEA1,SECISBP2L,0.0168403831348973
ZNF81,EBLN2,0.0168402866667126
HNF4G,C5orf34,0.0168402506452771
RUNX1,WNK4,0.0168402293504697
SNAPC2,TRAF7,0.0168402076032878
ZSCAN23,RP11-701H24.4,0.0168401211681793
ZFPM2,HNRNPC,0.016840060349392
SNAPC2,RP11-729L2.2,0.016839903644566
ZNF397,AC005154.6,0.0168398494408625
DBX2,FHOD3,0.0168397538660431
ZKSCAN8,RNF111,0.0168395590076654
BARX2,OVOL2,0.0168394488083501
ZNF324B,CNTROB,0.0168393810137707
ATF7,FOXJ3,0.0168393798923726
FOXN2,DENND6B,0.0168393503274477
MSX1,AXL,0.0168392513077081
ZNF496,AIG1,0.016839213163777
AEBP1,PODN,0.0168389780136259
JAZF1,DYNC1I2,0.0168388310500564
FOXN1,LTF,0.0168387861680323
IRF3,TRAF2,0.0168386538367439
ZNF37A,ATP6V0C,0.0168385284306826
ZBED4,PLAGL2,0.0168384476509043
MEF2C,PRRX1,0.0168384092259356
ZNF609,HMGN3,0.0168383182480615
HMG20B,BNIP2,0.0168380948743035
BATF3,FCGR1B,0.016837865986172
ZNF423,SH2B3,0.016837577179998
AEBP1,HSPA12B,0.0168372387483757
MTF1,UXT,0.0168371398963561
ZSCAN20,RBM12B-AS1,0.016837099761089
ZNF12,ZNF180,0.016836977258989
ZNF391,AC093673.5,0.0168369628702036
CDC5L,TOPORS,0.0168369261798754
ZEB2,PDZRN3,0.016836883125568
TCF20,MAML3,0.0168368747011592
OVOL2,ST6GALNAC5,0.0168363017823487
ZSCAN12,MCM9,0.0168362410228795
CREBL2,SPG21,0.0168360919416508
SOX9,ESRP2,0.0168360544911011
ZNF385C,ITGB3,0.0168360180570948
BCL6B,CD93,0.0168354893942929
FBXL19,CHTF18,0.0168354361890557
ZEB2,MEOX2-AS1,0.0168353074841687
ZNF417,ZNRD1-AS1,0.0168352720598354
ZNF664,KIAA1429,0.0168352168692472
FBXL19,IGFALS,0.0168352135346752
ZNF142,FOXO3B,0.0168350921785542
SPEN,MDN1,0.0168349240364639
GRHL1,SOX4,0.0168345870790016
ZNF518B,TMEM62,0.0168345610096436
BARX2,CTB-92J24.3,0.0168341262654773
GRHL2,IGHV4-59,0.0168338860741292
ZHX1,PRICKLE2,0.0168338426339834
MYB,SHROOM3,0.0168338066565428
ZNF511,CLPP,0.0168337916082167
KLF5,MYBPC1,0.0168337152500901
ZGPAT,RTEL1,0.0168334922714785
CREB3L4,NEBL-AS1,0.0168334149545488
TCF15,GPI,0.0168333433021837
ZNF33A,SLC4A5,0.016833286804791
ZNF92,FBXL2,0.0168332171815769
ZNF428,SPIRE1,0.0168331928886704
ARHGAP35,CH507-9B2.9,0.0168331882544004
ZNF205,STRA13,0.0168331235474367
TFAP2A,JCHAIN,0.0168330526396102
ZNF599,ZNF607,0.0168329741127409
ZNF148,PLEKHA1,0.0168329277528338
ZNF354C,KIAA0430,0.0168328261491076
ZNF627,EFEMP2,0.0168326827603491
ZNF414,ZNF579,0.0168325755207506
IRX4,TRPV6,0.0168325294957742
ZNF500,ZNF324,0.0168324605821225
GRHL1,SLC2A9,0.0168324244080291
ASH1L,SMG1P4,0.0168323616154197
TBX15,ANTXR2,0.0168323255361449
OVOL1,COL4A6,0.0168323254080924
ZNF865,C17orf59,0.0168321536069664
BAZ2B,LPP,0.0168320404005532
ZNF136,SERF2,0.0168319823171965
HMGN3,C18orf21,0.0168316660095563
EHF,WNK4,0.0168315842318958
USF2,FKBP8,0.0168315633107826
ELF3,TCN1,0.0168315502861288
IRF6,LRP2,0.0168315134433623
PPARG,C17orf53,0.016831080746738
JAZF1,MFAP5,0.0168310252839102
GRHL2,TFDP3,0.0168307196537648
HKR1,LSM6,0.0168306000851043
GATA3,DSC1,0.0168305117353419
E4F1,FLYWCH2,0.0168303498929697
ZNF66,ABCC2,0.0168301040737312
HOXA6,RP1-239B22.5,0.0168298195393651
SAFB2,AARS2,0.0168297864203565
ZNF511,NDUFB7,0.0168297427305838
MYSM1,SCNM1,0.0168297117746805
EBF3,CNNM4,0.0168296909287585
SOX9,ARFGAP3,0.0168295751884525
TFAP2C,ANXA13,0.0168295131357179
ELF3,STAP2,0.0168294550166483
CENPB,NSFL1C,0.0168292757263055
FOXP2,CTH,0.0168292463076607
HOXA10,SLC14A2,0.0168291885022734
ZNF148,RBM27,0.0168291335274556
ETV6,KIAA0226L,0.0168289850049458
ZNF594,USP6,0.0168288251158206
ZNF525,MID1IP1,0.0168287719653922
ATF2,CEPT1,0.0168284789596433
ZBTB42,ZNF48,0.0168283297339077
LIN54,ANKRD32,0.0168282262295445
MYSM1,SERF2,0.0168282238774066
IRF6,RP11-35N6.1,0.016828220660163
MBD3,TMED1,0.0168280932612328
SOX10,RAD23B,0.0168278421831179
ZNF711,RP5-1180D12.1,0.0168276987923683
ZGLP1,RP11-206L10.1,0.0168276659831026
NCOA1,PATL1,0.0168274709036726
IRF6,XDH,0.0168274392401606
ETV6,NTF3,0.0168273359789728
ZNF417,RP11-423P10.2,0.0168272372725226
ZBED6,TTC37,0.0168271230647873
MSC,ARHGEF26-AS1,0.0168267416362324
EBF3,TMEM184A,0.0168265617554928
ANKZF1,RP11-572O17.1,0.0168262074290493
EEA1,ZFHX4,0.0168261825450429
IRX2,DENND5A,0.016826082775845
ZNF615,ZNF175,0.0168256259624995
ZFP62,AC144831.1,0.0168255968290347
ETV4,KRT81,0.0168255000814438
MSX1,STOM,0.016825430248275
PPARG,SAR1A,0.0168253923490115
GLI4,PHGDH,0.016825247782013
ZNF774,SLC35F6,0.0168250963914981
ZMAT1,GOLGA6L5P,0.0168250808303436
IRX3,GPR143,0.0168249672078224
ZEB1,ABLIM1,0.0168248974955421
PLAGL1,ZNF747,0.0168246981561885
ZNF787,INO80E,0.0168246414318246
BAZ2B,RNF7,0.0168245382220137
KLF3,GPRC5C,0.016824433323044
SOX5,ILF2,0.0168242960446913
ZNF324,ZNF446,0.0168240364020915
ZNF497,FBXO24,0.0168240307895774
NACC2,ADARB1,0.0168238597021767
NACC2,ANGPTL4,0.0168238444677049
FOXN3,ALS2CR11,0.0168238429370351
FIZ1,CC2D2A,0.0168238031605308
ZNF770,NR2C2,0.016823799362067
LYL1,LCN10,0.0168235068481554
CEBPA,ACOX2,0.0168233210353036
NR2C2,SMG1P3,0.0168232941232293
FOSB,CD83,0.016823202943394
FOXP2,RP11-18B16.2,0.016823067424921
PROX2,AP4B1-AS1,0.016823027382501
DRAP1,MVP,0.0168230100851147
NR4A3,RNF122,0.0168226932380563
BARX2,KLK7,0.016822473399276
GLI1,OLFML2B,0.0168221718605935
FOSL1,IL6,0.0168221231555447
IRF8,CTD-3128G10.7,0.0168220574131529
OVOL2,RHPN2,0.016822043761114
MECOM,CLIC5,0.0168220305137481
PRDM2,MPP5,0.0168218210149708
THAP5,THAP1,0.01682179746931
TIGD4,SYTL2,0.0168216005722525
TP73,SLFN13,0.0168215556716039
MLXIPL,STAT5A,0.016821527576117
ZNF507,TET1,0.0168214790911625
HSF2,MOB4,0.0168214665556432
FOXN3,GSE1,0.0168214510445614
SPDEF,TMPRSS13,0.016821448226129
GABPA,HOOK3,0.0168211818168613
CREBL2,MICALL1,0.0168211687734973
GRHL2,KRT15,0.0168211445184099
THAP4,CTU2,0.0168210757093004
NR3C1,TJP1,0.016821072674639
ZNF567,GSTK1,0.0168210670518009
NR2F6,TMEM161A,0.0168209960567975
HOXB7,RPS6KA5,0.0168209719381886
ZNF169,RP11-574K11.29,0.0168209504438668
BARX2,RNF41,0.0168204281560995
ZNF750,SRMS,0.0168203991401768
CREB3L4,RP4-568C11.4,0.0168202330531729
TFCP2L1,RNF183,0.0168202085409758
SAFB2,CAPN10,0.0168200547129813
ZNF750,CTD-2396E7.11,0.0168200462758516
ZNF710,SGCE,0.0168196355377137
CIC,CRTC1,0.0168195554442349
CXXC1,C9orf142,0.0168192095494377
ZNF423,MARCH3,0.0168191008442723
ELF3,RASGEF1A,0.016819027264481
BARX2,CYP4F23P,0.0168189884439002
MLXIPL,ADRBK2,0.0168188371629515
E4F1,DHX16,0.0168187270479446
BARX2,ST6GALNAC5,0.0168185588938991
MECOM,ARHGAP31,0.016818511696471
IKZF5,RIN3,0.0168185064592809
IRX4,GALNT14,0.0168180751732677
MECOM,ZNF385D,0.016817968618481
NFAT5,ZNF221,0.0168179323094272
EGR2,RCAN1,0.0168177850104332
KMT2B,AC005329.7,0.0168177766077429
NFYC,RPS7,0.0168176295434119
HOXA10,PHLDB1,0.0168175767228071
SLC2A4RG,STUB1,0.0168174754840704
BBX,DOCK7,0.0168174463577997
MIXL1,IGHV2-5,0.0168173862527105
SATB2,FNIP2,0.0168173462902945
SAFB2,KRI1,0.01681708811008
BACH1,ATP10D,0.0168169573933913
IRF6,FOXN1,0.0168168849084864
THAP11,RPS11,0.0168167936575342
HMG20B,MFSD10,0.0168167894273975
ZNF573,RPS27,0.0168167700879113
IRX4,TENM2,0.016816745565811
ARHGAP35,CTB-63M22.1,0.016816625959227
SP1,ADAMTS9-AS2,0.0168164581363662
IRX2,RUNX3,0.0168162274469415
IRF5,PCED1B-AS1,0.0168161047224306
CREB3L4,SLC13A2,0.016815970934108
SLC2A4RG,MYL5,0.016815918783786
IRX1,NPM2,0.0168157595817617
BCL11A,CBLC,0.0168153991342928
FOXN3,AFF1,0.0168153165389066
CENPT,LCAT,0.0168152303742409
ZNF695,DEPDC1,0.0168152289764258
GRHL1,LYPD6,0.0168150474547712
ZNF517,COX19,0.0168148554107266
ZNF280D,ELF2,0.0168147657377752
SALL2,RP11-132A1.4,0.0168147038081163
VDR,CAPN12,0.0168144640046308
ZSCAN16,MRFAP1L1,0.0168144396900899
ZNF384,MED12,0.0168143707096019
IRX6,SIK2,0.0168143579175612
NFAT5,CMB9-55A18.1,0.0168141569759302
MITF,WARS2-IT1,0.0168140139771333
TRPS1,GPATCH2,0.0168137638285441
TFAP2A,KLK10,0.0168135765561088
IRF6,NSUN7,0.0168135604735655
EBF1,ABCA6,0.0168135359389462
STAT5A,APCDD1,0.0168134943562775
LMX1B,KCNK2,0.0168132701730007
ZKSCAN3,PMM2,0.0168131619587848
ANKZF1,PRSS53,0.0168131149157963
L3MBTL1,RP4-717I23.3,0.0168130294995361
TRPS1,CHRM1,0.0168129298535113
MITF,FBXL7,0.0168129143785327
ZFX,ZDHHC12,0.0168124707505971
MSX2,CBWD5,0.0168124692727287
AHR,FAM122B,0.0168123897818373
ZNF524,DDX49,0.016812238871498
ZNF320,LRRC37A9P,0.0168122156197553
BBX,ICK,0.0168121878142335
EBF1,FBXL5,0.0168121400703143
ATF6B,TSEN15,0.0168120309689849
CGGBP1,SPAST,0.0168119658210274
NACC2,TRAPPC2,0.0168116768881475
REPIN1,AP5S1,0.016811564287947
TEAD1,YPEL2,0.0168115610509858
HSF1,NDUFV1,0.0168115182701672
ATF6B,PIAS2,0.0168113499652637
BARX2,SLC28A3,0.0168113377717875
LMX1A,FKBP9,0.0168113059145745
OVOL1,HMGA1P8,0.0168111150351251
NFIA,MTPN,0.0168110958320556
MIXL1,IGKV3-20,0.016811093366585
HOXC8,GFOD1,0.0168109899825268
IRX2,IL12RB2,0.0168108047588855
ZNF335,CCAR2,0.0168107175250806
ETV4,KIF12,0.0168107131395289
TFAP2A,PLEKHA6,0.0168106490525056
PREB,PRPS2,0.0168106141123436
ZNF408,SNAP47,0.01681029526035
RFX7,ZNF292,0.0168100300564654
TP63,FAM184B,0.0168100291543635
ZNF165,RNF223,0.0168100128853461
TCF4,IRAK3,0.0168099806455775
XBP1,EWSAT1,0.0168099310273396
ZFPM2,CHRDL1,0.0168099170362151
TRPS1,IRF6,0.0168097122978154
NACC2,NNAT,0.0168096036311359
ZNF25,FKBP11,0.0168095957182791
ZNF675,ZNF813,0.0168093424326947
LMX1B,GRIK1-AS1,0.0168092833907303
ZEB2,CDK15,0.0168092558772237
GRHL2,SLC6A14,0.0168091653477835
IRF8,AQP9,0.0168091632338115
BNC2,DOK6,0.016808913303703
ZNF233,ZNF610,0.0168087863870861
NFAT5,HP1BP3,0.0168087536111617
ZNF552,AGR2,0.0168087054309587
FOXN3,EXO5,0.0168086918590587
ZNF428,RPS10-NUDT3,0.0168084506777693
ESRRA,FTSJ3,0.0168083560191905
GABPA,CLIC3,0.0168082806267147
RUNX1,CAMK2N1,0.0168082234891516
IRF3,C11orf84,0.0168079675759126
TFAP2C,PIP5KL1,0.0168076908804428
ZNF786,HINFP,0.0168076851742912
PPARA,LRRC37A16P,0.0168076322518724
MYB,SMIM22,0.0168075639053914
ZNF236,TNKS,0.0168075476585587
ETS1,PRR5L,0.0168075019357506
VDR,TLDC1,0.0168073665236564
ZBTB48,IL13RA1,0.016807225214847
TP63,SLC9A7,0.016807210211844
IRX2,TRPV6,0.016807172640251
ZEB2,ABHD6,0.0168070741924396
TCF3,RP11-452I5.2,0.0168070306526828
HOXC8,FLI1,0.0168068594299761
MBD1,SUPT5H,0.0168064702653096
TCF12,NEK1,0.01680643120424
ZBTB48,IGHMBP2,0.0168063874010296
ZNF609,TANC2,0.0168062772066733
LMX1B,AGR3,0.0168060968300831
TFAP2C,CXCL17,0.0168057987264361
IRF4,ADAM33,0.0168057963693432
ZFPM2,SKAP2,0.0168057540264757
SOX8,NT5DC2,0.0168057391365449
CXXC1,WDR4,0.0168056784156592
ZNF446,SLC25A43,0.0168055433928624
ZEB2,ELMO1,0.0168054259814252
RUNX3,FAM83H,0.0168053813954695
HES4,COL13A1,0.0168052052956077
IRF5,MMP9,0.0168047051695684
NFIA,HACD2,0.0168046564223105
MSX2,PPP1R14D,0.0168044244215463
TP63,HMGCS2,0.0168043528921256
SALL2,CACNA2D2,0.016804220824303
ZEB2,LINC01239,0.0168041399563565
GTF2IRD1,CCDC109B,0.0168039637524252
USF2,OS9,0.0168034627672251
ZEB1,AFAP1L1,0.0168034494367494
OVOL2,TMEM191A,0.0168032810025487
SOX17,IL6,0.0168031845659362
PRDM2,FNBP4,0.0168029916868628
ERG,CTA-212A2.1,0.016802914521453
TEAD1,TRIP12,0.0168027089415546
KLF16,HNRNPAB,0.0168027016042987
ZNF236,MYL12B,0.0168026883094189
HOXC8,SNX9,0.0168026458845991
NAIF1,RP11-486I11.2,0.0168023118794437
GATAD2A,DDX39A,0.0168022662789461
ZNF423,TGFBR2,0.0168021291637157
NFAT5,MKLN1,0.0168020738572782
TEAD1,HECW2,0.016801915515309
PURA,OSBPL8,0.0168016506323866
TFAP2A,MUC16,0.0168016143634132
ZNF132,CBX3P9,0.016801572355797
EPAS1,FFAR3,0.0168013332347711
DNMT1,IMMP2L,0.0168012895253807
ZNF525,MPST,0.016801277994586
RXRA,ACO2,0.0168008949310012
GATA3,IGHV3-23,0.0168008891510635
PRDM10,TSPAN4,0.0168008008934511
ZFHX3,HTT,0.0168007013496003
MECOM,CLIC2,0.0168006212346231
SON,TMF1,0.016800505293317
OVOL1,ARHGAP8,0.0168004928443139
YBX1,PSMA7,0.0168004687742499
MYB,LINC00675,0.0168003581255228
IRX4,TRPV4,0.0168002880217876
ZNF141,SDHAF2,0.0168002357310132
FOXN2,CEP63,0.0168001791005912
SAFB,HSPA1A,0.0167997934905304
ZEB2,TMEM55A,0.0167997691889207
OVOL2,JCHAIN,0.0167997426723285
HMG20B,DUS3L,0.0167996877422128
TCF15,CEBPA-AS1,0.0167996720806318
KLF12,LRP6,0.0167996639141697
CC2D1A,FBRS,0.0167996606688185
SPI1,FKBP15,0.0167996322915025
NFIX,TACC2,0.016799610157571
ZBTB38,CLASP2,0.0167996001476989
BHLHE40,HNRNPH2,0.016799571906497
MBD3,NDUFS7,0.0167995647603377
ZNF354A,CLDN6,0.0167994522595507
ZNF514,PAN2,0.0167992994939145
MGA,NDNL2,0.0167989510871269
ZNF594,ZBTB5,0.0167988365313632
ZNF26,RP11-15N24.4,0.0167987957895321
ZNF713,RTFDC1,0.0167986188878768
ELF3,CTD-3214H19.6,0.0167985857478101
LMX1B,C15orf48,0.0167983361036371
CC2D1A,ZNF653,0.0167982940789731
ZNF416,C12orf76,0.0167981685901234
MYSM1,BAZ2B,0.0167981581643377
CREB3L4,CCDC114,0.0167980654780396
ZNF573,RBM41,0.0167978598272853
ZNF140,DYX1C1,0.0167977850747789
HMG20B,CHID1,0.016797494587048
MLXIPL,BHMT2,0.0167974215673391
MYSM1,RP11-192M23.1,0.016797312809783
EBF1,LGALS12,0.0167972966078859
ELF3,RP11-273G15.2,0.0167971287843523
SPDEF,CLPSL2,0.0167970912461545
ZNF423,RP11-672A2.4,0.0167969903536433
ZNF814,ZNF154,0.0167969333512851
CHCHD3,QDPR,0.0167968366001351
ZNF316,CCDC102A,0.01679679107887
PATZ1,RP11-81A22.4,0.016796563869994
THYN1,SMIM7,0.0167965615732217
CREB1,FAM91A1,0.0167965436007935
TBX15,GTDC1,0.0167964485465886
ZNF618,GPR63,0.0167963992943842
GTF2I,UBE4B,0.0167959496851406
PPARG,NDRG1,0.0167959165155126
ZBTB20,LPP,0.0167958191023349
TEAD1,FNDC3B,0.016795726168502
TP53,EFHD1,0.0167956579600731
ZNF750,BIK,0.0167956250262424
MBD1,GIGYF1,0.0167955644061045
GRHL2,COL4A5,0.0167955044343525
HIF3A,ST6GALNAC3,0.0167953539626195
CREM,PXDC1,0.0167952617849595
THAP3,IDH3B,0.0167951830979804
CREB3L4,ACY3,0.0167950838295294
CXXC1,VPS35,0.016794947628144
GTF3A,LINC00526,0.0167946913661337
ZNF428,RP11-295K3.1,0.016794518744241
ZBED9,BCL7B,0.0167943476968786
FOXN2,STON1,0.0167941420363015
ZNF524,FAM91A1,0.0167938849686045
LMX1B,TULP1,0.0167938524987731
ZNF461,ZNF571,0.0167935698634847
SOX9,TRAF4,0.0167934415824924
ZNF292,HMGXB4,0.0167933815471326
RLF,LEMD3,0.0167933069000408
TP53,MAFG-AS1,0.0167930524139969
EPAS1,IL1R1,0.0167929545050293
NPAS1,CFAP99,0.0167929297005996
JAZF1,IGIP,0.0167929186527433
MGA,ZNF852,0.0167928220718813
IRF8,SELPLG,0.0167928001462837
ST18,RAB42,0.0167925259286946
TRPS1,ARMCX5,0.0167924240865155
PPARG,GSE1,0.0167923106809162
GATA3,B3GALT5-AS1,0.0167921791274122
ZGPAT,RGS12,0.0167919982303741
TP73,ALOX12P2,0.0167917730031963
ELF5,MCTP2,0.0167917456470587
HOXA6,CNTN2,0.0167917323583627
MYRF,GARNL3,0.0167914633416386
ZNF385C,H2AFY2,0.0167912683834798
ZNF107,HIGD1B,0.0167912559533441
MLX,PDK2,0.0167912063147636
ZNF598,DAZAP1,0.0167909366219651
TFAP2C,FAM3B,0.0167907117496456
MEOX1,MYO7B,0.0167904089985449
SAFB2,NFKBIL1,0.0167901329980791
MGA,CTD-2196E14.7,0.0167901222991361
NPAS1,PAK4,0.0167901146539801
CASZ1,DNAJC8,0.0167900852852001
TFAP2C,C1orf61,0.0167898656021769
CENPB,PYCR2,0.016789803970193
TFAP2A,PDE6B,0.0167895150611014
TCF4,MAP1A,0.0167894820802733
BAZ2B,MRPL43,0.0167890232463935
ZNF236,EPG5,0.0167888029553412
RFX1,FIZ1,0.0167887836177816
ZNF41,NF1,0.0167887571044497
ZNF335,SNAPC4,0.0167887457539417
PROX1,CACNA1E,0.0167883039210252
ZNF655,NBPF12,0.0167882589071837
STAT5B,NUDT6,0.0167880820259081
ZNF891,INO80D,0.0167879883099496
ZNF282,PPAN,0.0167879821511639
ZFP91,R3HDM1,0.0167879499120256
FOXP2,ACSS3,0.0167878994262459
KCMF1,BMP8B,0.0167878330495421
IRF8,PTGS1,0.0167878245385064
RFX7,AC010733.5,0.0167877642613125
ZNF525,BCL7B,0.0167877367187212
TRPS1,SPEF2,0.016787580287687
EPAS1,PTPRQ,0.0167875423042324
GPBP1L1,LYRM2,0.0167872171307656
ZNF644,ANKRD18EP,0.016787189692002
CC2D1A,ATF6B,0.0167869937570828
MSX1,MMP2,0.0167869783900278
ZEB1,TRPV3,0.0167868023071504
IRF3,SDF2L1,0.0167866653585112
ELF5,ATP6V1B1,0.0167866213835159
FOXA1,PKIB,0.0167866018283034
IRF8,CD14,0.0167865736685712
MZF1,AMT,0.0167864465700941
ZNF782,ZNF418,0.01678632754592
MAZ,WDR5,0.0167862498608538
GRHL1,IGKV4-1,0.0167862370669473
NFAT5,GPATCH2L,0.0167862351813544
FOXA1,CAPN13,0.0167861605789864
TBX15,CLMP,0.0167861597570278
ZNF318,KAT6B,0.0167859848784581
ZNF25,DENND1C,0.016785976916512
MSX1,RP11-417E7.1,0.0167856218509285
ZNF358,KIF20B,0.016785264319918
ZBTB11,ERCC6,0.0167851373570859
SALL2,IL20RA,0.016785121889732
FBXL19,PRKAR1A,0.0167851136753342
IRX4,GDE1,0.0167850420919926
EPAS1,RNF41,0.0167848860470322
SLC2A4RG,TMEM123,0.0167847784312476
HSF1,VPS28,0.016784744633828
ZNF134,C2,0.0167847031641543
GRHL1,TTC22,0.0167846176168614
